"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"NTNX","Nutanix, Inc.","32.66","$6.28B","2016","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ntnx",
"NUVA","NuVasive, Inc.","76.73","$4B","2004","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/nuva",
"QQQX","Nuveen NASDAQ 100 Dynamic Overwrite Fund","23.96","$941.67M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/qqqx",
"NVEE","NV5 Global, Inc.","45.82","$587.36M","2013","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/nvee",
"NVEC","NVE Corporation","67.75","$328.32M","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/nvec",
"NVDA","NVIDIA Corporation","225.15","$137.79B","1999","Technology","Semiconductors","https://old.nasdaq.com/symbol/nvda",
"NXPI","NXP Semiconductors N.V.","124.3","$34.75B","2010","Technology","Semiconductors","https://old.nasdaq.com/symbol/nxpi",
"NXTD","NXT-ID Inc.","0.5066","$15.13M","n/a","Consumer Services","Diversified Commercial Services","https://old.nasdaq.com/symbol/nxtd",
"NYMX","Nymox Pharmaceutical Corporation","2.28","$159.53M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/nymx",
"OIIM","O2Micro International Limited","1.67","$43.98M","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/oiim",
"OVLY","Oak Valley Bancorp (CA)","19.12","$156.99M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ovly",
"OCSL","Oaktree Specialty Lending Corporation","5.34","$752.73M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ocsl",
"OCSLL","Oaktree Specialty Lending Corporation","25.65","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ocsll",
"OCSI","Oaktree Strategic Income Corporation","8.35","$246.05M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ocsi",
"OBLN","Obalon Therapeutics, Inc.","1.92","$14.77M","2016","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/obln",
"OBSV","ObsEva SA","3.3","$144.54M","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/obsv",
"OBCI","Ocean Bio-Chem, Inc.","3.45","$32.58M","n/a","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/obci",
"OPTT","Ocean Power Technologies, Inc.","0.8539","$6.46M","2007","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/optt",
"OCFC","OceanFirst Financial Corp.","24.79","$1.25B","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/ocfc",
"OFED","Oconee Federal Financial Corp.","25.5","$145.84M","2011","Finance","Savings Institutions","https://old.nasdaq.com/symbol/ofed",
"OCGN","Ocugen, Inc.","0.3925","$20.66M","2014","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/ocgn",
"OCUL","Ocular Therapeutix, Inc.","4.06","$195.2M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ocul",
"ODT","Odonate Therapeutics, Inc.","30.68","$984.34M","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/odt",
"OMEX","Odyssey Marine Exploration, Inc.","3.52","$33.36M","n/a","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/omex",
"ODP","Office Depot, Inc.","2.55","$1.39B","n/a","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/odp",
"OPI","Office Properties Income Trust","30.96","$1.49B","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/opi",
"OPINI","Office Properties Income Trust","26.3","n/a","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/opini",
"OFS","OFS Capital Corporation","11.04","$147.62M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ofs",
"OFSSI","OFS Capital Corporation","24.86","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ofssi",
"OFSSL","OFS Capital Corporation","25.15","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ofssl",
"OFSSZ","OFS Capital Corporation","25.14","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ofssz",
"OCCI","OFS Credit Company, Inc.","16.18","$49.53M","2018","n/a","n/a","https://old.nasdaq.com/symbol/occi",
"OCCIP","OFS Credit Company, Inc.","25.6376","$20.51M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/occip",
"OHAI","OHA Investment Corporation","1.3","$26.22M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ohai",
"OVBC","Ohio Valley Banc Corp.","40.72","$194.56M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ovbc",
"OKTA","Okta, Inc.","116.23","$14.09B","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/okta",
"ODFL","Old Dominion Freight Line, Inc.","186.01","$14.85B","1991","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/odfl",
"ONB","Old National Bancorp","18.455","$3.14B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/onb",
"OPOF","Old Point Financial Corporation","28.99","$150.72M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/opof",
"OSBC","Old Second Bancorp, Inc.","12.81","$383.06M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/osbc",
"OSBCP","Old Second Bancorp, Inc.","10.57","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/osbcp",
"OLLI","Ollie&#39;s Bargain Outlet Holdings, Inc.","67.51","$4.3B","2015","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/olli",
"ZEUS","Olympic Steel, Inc.","17.67","$194.29M","1994","Basic Industries","Metal Fabrications","https://old.nasdaq.com/symbol/zeus",
"OFLX","Omega Flex, Inc.","105.07","$1.06B","n/a","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/oflx",
"OMER","Omeros Corporation","13.27","$660.15M","2009","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/omer",
"OMCL","Omnicell, Inc.","80.18","$3.36B","2001","Technology","Computer Manufacturing","https://old.nasdaq.com/symbol/omcl",
"ON","ON Semiconductor Corporation","23.46","$9.64B","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/on",
"ONCY","Oncolytics Biotech Inc.","1.34","$33.51M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/oncy",
"ONTX","Onconova Therapeutics, Inc.","0.31","$11.92M","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ontx",
"ONTXW","Onconova Therapeutics, Inc.","0.036","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ontxw",
"ONCS","OncoSec Medical Incorporated","1.86","$19.89M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/oncs",
"ONCT","Oncternal Therapeutics, Inc. ","3.99","$61.4M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/onct",
"OSS","One Stop Systems, Inc.","1.72","$27.69M","2018","Technology","Computer Manufacturing","https://old.nasdaq.com/symbol/oss",
"OSPN","OneSpan Inc.","17.03","$684.63M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/ospn",
"OSW","OneSpaWorld Holdings Limited","16.08","$982.78M","n/a","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/osw",
"OPBK","OP Bancorp","10","$157.03M","2018","Finance","Major Banks","https://old.nasdaq.com/symbol/opbk",
"OTEX","Open Text Corporation","43.8","$11.83B","1996","Technology","EDP Services","https://old.nasdaq.com/symbol/otex",
"OPRA","Opera Limited","9.66","$1.14B","2018","n/a","n/a","https://old.nasdaq.com/symbol/opra",
"OPES","Opes Acquisition Corp.","10.46","$128.75M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/opes",
"OPESU","Opes Acquisition Corp.","11.095","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/opesu",
"OPESW","Opes Acquisition Corp.","0.1493","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/opesw",
"OPGN","OpGen, Inc.","1.19","$6.64M","2015","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/opgn",
"OPGNW","OpGen, Inc.","2.28","n/a","2015","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/opgnw",
"OPNT","Opiant Pharmaceuticals, Inc.","14.79","$60.56M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/opnt",
"OPK","Opko Health, Inc.","1.58","$1.05B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/opk",
"OPRT","Oportun Financial Corporation","20.25","$546.78M","2019","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/oprt",
"OBAS","Optibase Ltd.","12.25","$63.9M","1999","Finance","Real Estate","https://old.nasdaq.com/symbol/obas",
"OCC","Optical Cable Corporation","3.2763","$24.44M","n/a","Basic Industries","Telecommunications Equipment","https://old.nasdaq.com/symbol/occ",
"OPRX","OptimizeRx Corporation","9.75","$138.2M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/oprx",
"OPHC","OptimumBank Holdings, Inc.","3.15","$6.08M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ophc",
"OPTN","OptiNose, Inc.","9.37","$389.62M","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/optn",
"BIOS","Option Care Health, Inc.","3.28","$2.32B","n/a","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/bios",
"OPB","Opus Bank","26.2","$951.16M","2014","n/a","n/a","https://old.nasdaq.com/symbol/opb",
"ORMP","Oramed Pharmaceuticals Inc.","5.05","$87.86M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ormp",
"OSUR","OraSure Technologies, Inc.","7.99","$493.19M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/osur",
"ORBC","ORBCOMM Inc.","3.86","$302.18M","2006","Consumer Services","Telecommunications Equipment","https://old.nasdaq.com/symbol/orbc",
"ORTX","Orchard Therapeutics plc","13.67","$1.32B","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/ortx",
"ORLY","O&#39;Reilly Automotive, Inc.","440.52","$33.33B","1993","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/orly",
"OGI","Organigram Holdings Inc.","2.56","$399.82M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ogi",
"ORGO","Organogenesis Holdings Inc. ","5","$518.72M","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/orgo",
"ONVO","Organovo Holdings, Inc.","0.615","$80.22M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/onvo",
"ORGS","Orgenesis Inc.","3.14","$50.75M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/orgs",
"SEED","Origin Agritech Limited","4.74","$15.15M","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/seed",
"OBNK","Origin Bancorp, Inc.","37.16","$872.58M","2018","Finance","Major Banks","https://old.nasdaq.com/symbol/obnk",
"OESX","Orion Energy Systems, Inc.","3.46","$104.6M","2015","Consumer Durables","Building Products","https://old.nasdaq.com/symbol/oesx",
"ORSN","Orisun Acquisition Corp.","9.88","$57.14M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/orsn",
"ORSNR","Orisun Acquisition Corp.","0.2","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/orsnr",
"ORSNU","Orisun Acquisition Corp.","10.3575","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/orsnu",
"ORSNW","Orisun Acquisition Corp.","0.07","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/orsnw",
"ORRF","Orrstown Financial Services Inc","22.89","$256.14M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/orrf",
"OFIX","Orthofix Medical Inc. ","45.64","$869.68M","1992","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/ofix",
"KIDS","OrthoPediatrics Corp.","44.64","$668.13M","2017","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/kids",
"OSIS","OSI Systems, Inc.","100.56","$1.85B","1997","Technology","Semiconductors","https://old.nasdaq.com/symbol/osis",
"OSMT","Osmotica Pharmaceuticals plc","7.02","$364.52M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/osmt",
"OSN","Ossen Innovation Co., Ltd.","3.45","$22.76M","2010","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/osn",
"OTEL","Otelco Inc.","10.896","$37.17M","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/otel",
"OTIC","Otonomy, Inc.","2.49","$76.57M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/otic",
"OTTW","Ottawa Bancorp, Inc.","13.87","$44.01M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/ottw",
"OTTR","Otter Tail Corporation","51.73","$2.06B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/ottr",
"OTLK","Outlook Therapeutics, Inc.","1.21","$36.4M","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/otlk",
"OTLKW","Outlook Therapeutics, Inc.","0.17","n/a","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/otlkw",
"OSTK","Overstock.com, Inc.","7.06","$248.86M","2002","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/ostk",
"OVID","Ovid Therapeutics Inc.","4.15","$198.44M","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ovid",
"OXBR","Oxbridge Re Holdings Limited","0.8999","$5.16M","2014","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/oxbr",
"OXBRW","Oxbridge Re Holdings Limited","0.04","n/a","2014","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/oxbrw",
"OXFD","Oxford Immunotec Global PLC","16.67","$440.86M","2013","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/oxfd",
"OXLC","Oxford Lane Capital Corp.","8.31","$498.6M","2011","n/a","n/a","https://old.nasdaq.com/symbol/oxlc",
"OXLCM","Oxford Lane Capital Corp.","25.57","$69.79M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/oxlcm",
"OXLCO","Oxford Lane Capital Corp.","25.46","$92.06M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/oxlco",
"OXSQ","Oxford Square Capital Corp.","5.43","$259.5M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/oxsq",
"OXSQL","Oxford Square Capital Corp.","25.19","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/oxsql",
"OXSQZ","Oxford Square Capital Corp.","24.8","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/oxsqz",
"OYST","Oyster Point Pharma, Inc.","17","$363.16M","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/oyst",
"PFIN","P & F Industries, Inc.","6.7","$21.06M","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/pfin",
"PTSI","P.A.M. Transportation Services, Inc.","64.14","$369.06M","1986","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/ptsi",
"PCAR","PACCAR Inc.","82.82","$28.65B","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/pcar",
"HERD","Pacer Cash Cows Fund of Funds ETF","25.93","$1.3M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/herd",
"ECOW","Pacer Emerging Markets Cash Cows 100 ETF","26","$1.3M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ecow",
"VETS","Pacer Military Times Best Employers ETF","32.115","$3.21M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vets",
"PACB","Pacific Biosciences of California, Inc.","5.57","$852.4M","2010","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/pacb",
"PEIX","Pacific Ethanol, Inc.","0.48","$23.89M","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/peix",
"PMBC","Pacific Mercantile Bancorp","7.62","$179.11M","2000","Finance","Major Banks","https://old.nasdaq.com/symbol/pmbc",
"PPBI","Pacific Premier Bancorp Inc","33.65","$2B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ppbi",
"PCRX","Pacira BioSciences, Inc.","45.57","$1.9B","2011","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/pcrx",
"PACW","PacWest Bancorp","38.55","$4.62B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/pacw",
"PLMR","Palomar Holdings, Inc.","53.88","$1.26B","2019","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/plmr",
"PAAS","Pan American Silver Corp.","21.41","$4.49B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/paas",
"PANL","Pangaea Logistics Solutions Ltd.","2.92","$129.8M","2013","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/panl",
"PZZA","Papa John&#39;s International, Inc.","60.6","$1.94B","1993","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/pzza",
"PRTK","Paratek Pharmaceuticals, Inc. ","3.2","$106.52M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/prtk",
"TEUM","Pareteum Corporation","0.4193","$55.75M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/teum",
"PNRL","Paringa Resources Limited","1.4683","$14.85M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pnrl",
"PCYG","Park City Group, Inc.","4.68","$92.39M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/pcyg",
"PKBK","Parke Bancorp, Inc.","25.1","$270.35M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/pkbk",
"PKOH","Park-Ohio Holdings Corp.","33.63","$420.14M","n/a","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/pkoh",
